4.572,1.6325,-0.1185
4.572,1.235,-0.06
4.572,0.8855,-0.026
4.572,0.2895,0.057
4.572,-0.142,0.116
4.572,-0.636,0.168
4.572,-1.154,0.227
4.572,-3.031,0.353
4.572,-3.509,0.368
4.572,-4.0235,0.382
4.572,-4.4115,0.3775
4.572,-4.966,0.3605
4.572,-5.357,0.324
4.572,-5.9665,0.2655
4.572,-6.503,0.172
4.572,-6.9315,0.08
4.572,-7.24,0.0325
4.572,-7.504,-0.163
4.572,-7.765,-0.4195
