0.9335,-0.0795,-0.179
0.9335,-0.458,-0.0625
0.9335,-0.7835,0.009
0.9335,-1.253,0.1505
0.9335,-1.6645,0.2625
0.9335,-2.0305,0.368
0.9335,-2.562,0.445
0.9335,-3.0845,0.52
0.9335,-3.569,0.572
0.9335,-4.1115,0.625
0.9335,-6.326,0.7125
0.9335,-6.8305,0.69
0.9335,-7.2575,0.681
0.9335,-7.6735,0.646
0.9335,-8.0775,0.572
0.9335,-8.5335,0.461
0.9335,-8.839,0.3575
0.9335,-9.066,0.2615
0.9335,-9.2795,0.039
