4.4855,1.4055,0.2645
4.4855,0.833,0.3105
4.4855,0.419,0.3365
4.4855,-0.0665,0.4035
4.4855,-0.501,0.414
4.4855,-1.303,0.487
4.4855,-1.821,0.56
4.4855,-2.293,0.5565
4.4855,-3.0135,0.6435
4.4855,-3.6355,0.6635
4.4855,-4.409,0.723
4.4855,-5.0705,0.76
4.4855,-5.797,0.736
4.4855,-6.263,0.783
4.4855,-6.607,0.7635
4.4855,-6.9795,0.6885
4.4855,-7.157,0.698
4.4855,-7.3915,0.612
4.4855,-7.5695,0.4695
4.4855,-7.6775,0.38
